MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
134,323,17,340,69.4,B+,AAPL,Electronic Technology,260.81,3828987834590.15,134769378307.09,4072753330400.0,3.31,60.9,152.0,47.3,32.4,29.6,33.0,1.03,1.39,10.1,25.6,-6.2,-6.6
135,71,270,341,69.2,B+,CVS,Retail Trade,75.72,96331830289.06,12664000000.0,170803720000.0,7.41,12.6,2.3,13.8,3.1,1.9,54.7,1.06,0.37,7.9,-62.2,-2.3,-4.1
136,13,329,342,69.0,B+,CINF,Finance,164.0,25521283151.46,3033000000.0,26600900000.0,11.4,8.8,16.0,,24.0,24.5,10.8,0.06,0.54,11.4,4.4,-5.6,0.6
137,113,229,342,68.7,B+,MPLX,Industrial Services,58.8,59694012409.29,4758000000.0,78529290000.0,6.06,15.3,35.0,45.2,40.3,34.7,12.2,1.83,0.49,6.2,14.4,7.3,6.9
138,235,107,342,68.5,B+,IBM,Technology Services,248.87,233448609020.7,13963206752.05,332339404000.0,4.2,28.9,35.3,57.6,20.7,17.9,22.3,1.98,0.8,7.6,73.7,-15.9,-20.2
139,44,300,344,68.3,B+,COP,Energy Minerals,117.03,143050348110.68,11495000000.0,132858621160.0,8.65,10.5,12.3,24.6,19.6,12.3,18.5,0.38,0.66,7.5,-18.9,8.8,21.7
140,258,87,345,68.0,B+,AME,Producer Manufacturing,224.3,51359587408.09,1935668000.0,49406920810.0,3.92,32.0,14.6,40.2,26.2,22.6,35.0,0.24,0.93,6.6,8.0,-3.0,11.8
141,146,200,346,67.8,B+,LVS,Consumer Services,54.78,36807272725.29,3089000000.0,56605020000.0,5.46,17.6,72.7,38.0,23.7,12.7,23.3,10.04,1.11,15.2,20.1,-4.6,-17.4
142,277,69,346,67.6,B+,SPGI,Commercial Services,428.96,128173243482.25,6534000000.0,174804439000.0,3.74,35.5,13.9,62.6,42.6,35.6,29.3,0.44,0.76,7.9,18.7,-2.1,-13.0
143,63,284,347,67.4,B+,MPC,Energy Minerals,226.74,66829378656.52,6523852336.94,86247000000.0,7.56,11.5,23.1,7.4,4.9,3.6,17.0,1.98,0.95,-4.3,34.1,11.1,20.1
144,27,321,348,67.1,B+,KHC,Consumer Non-Durables,23.14,27391853360.47,4672000000.0,46700310000.0,10.0,9.2,-12.9,33.4,18.7,14.7,,0.52,0.17,-3.5,-318.1,-5.8,-5.1
145,34,315,349,66.9,B+,VZ,Communications,50.68,213752225417.82,31648000000.0,336071280000.0,9.42,9.7,16.9,45.8,22.9,14.6,12.5,1.74,0.32,2.5,-2.1,9.8,26.7
146,219,130,349,66.7,B+,ROST,Retail Trade,212.87,68851723347.89,2707357000.0,61384742250.0,4.41,25.3,36.7,29.4,11.9,9.7,32.2,0.84,0.47,7.7,4.6,11.6,16.9
147,296,54,350,66.4,B+,FAST,Distribution Services,46.59,53500623523.96,1655820191.7,46338678000.0,3.57,38.2,33.3,43.0,20.2,12.8,42.6,0.11,0.63,8.7,9.2,-2.4,13.3
148,105,247,352,66.2,B+,AXP,Finance,305.99,210097017813.57,16604587381.66,264491600000.0,6.28,14.2,33.8,60.7,20.6,20.0,19.9,1.73,1.34,8.5,9.8,-14.8,-18.7
149,72,281,353,66.0,B+,LNG,Industrial Services,250.32,52617987779.87,5304000000.0,71799411000.0,7.39,11.7,78.2,29.0,27.0,12.5,10.3,3.34,0.59,24.4,70.8,17.5,30.0
150,234,119,353,65.7,B+,ODFL,Transportation,188.78,39346591040.66,1393908000.0,32932212800.0,4.23,27.3,23.9,31.7,25.4,17.4,39.0,0.03,0.97,-5.5,-11.7,-6.3,20.1
151,212,142,354,65.5,B+,MCD,Consumer Services,325.21,231028737127.31,12394000000.0,272320946000.0,4.55,23.8,,57.3,46.1,26.7,27.2,,0.29,3.7,4.9,-0.2,4.4
152,28,327,355,65.3,B+,MKL,Finance,1956.56,24605161775.86,3194852000.0,32581581279.15,9.81,8.9,12.2,,19.3,15.4,11.6,0.27,0.62,-0.2,-15.0,-7.0,-6.7
153,73,282,355,65.1,B,TGT,Retail Trade,118.78,53784342822.6,4593000000.0,62429397000.0,7.36,11.6,24.0,25.4,4.4,2.7,14.6,1.23,0.73,-1.7,-8.2,3.0,25.3
154,33,323,356,64.8,B,DAL,Transportation,59.14,38626148492.43,5822000000.0,61355400000.0,9.49,9.1,27.7,17.4,9.2,6.1,7.7,0.97,1.59,2.8,43.7,-21.4,-14.8
155,99,258,357,64.6,B,BALL,Process Industries,61.51,16366407398.73,1302000000.0,20366592580.0,6.39,13.5,16.2,15.1,9.9,6.0,18.5,1.36,0.48,11.7,,-6.8,28.8
156,124,235,359,64.4,B,UNP,Transportation,251.11,149006523086.94,9814000000.0,168585420000.0,5.82,14.9,40.4,45.6,40.0,22.4,21.0,1.78,0.64,1.1,8.1,-0.2,7.4
157,350,9,359,64.1,B,NVDA,Electronic Technology,186.03,4520529104528.99,130387000000.0,4534009440000.0,2.88,84.8,101.5,71.1,60.4,38.8,38.0,0.07,1.78,65.5,66.7,1.0,3.2
158,16,344,360,63.9,B,TRV,Finance,299.4,64741627716.37,8221000000.0,74485440000.0,11.04,7.9,20.7,,16.8,21.7,10.9,0.29,0.41,5.2,28.2,-0.4,7.1
159,210,152,362,63.7,B,AMGN,Health Technology,377.64,203573517720.21,10262000000.0,224035330000.0,4.58,22.1,106.1,70.5,27.9,22.0,26.5,6.4,0.39,10.6,88.6,-0.8,18.8
160,39,324,363,63.4,B,UAL,Transportation,90.68,29328669986.91,4973915796.25,55361140000.0,8.98,9.0,24.0,28.8,8.4,4.3,8.9,2.03,1.85,3.5,8.5,-21.5,-15.9
161,140,223,363,63.2,B,FLEX,Electronic Technology,63.39,23306851644.19,1363034134.53,24678920000.0,5.52,15.9,16.8,9.0,5.3,4.5,28.4,0.98,1.64,4.9,-9.6,-0.7,-11.9
162,332,31,363,63.0,B,KLAC,Electronic Technology,1465.0,192027232322.67,5167664121.2,161303509720.0,3.2,47.2,100.7,60.5,42.5,36.0,42.6,1.12,1.96,17.6,44.8,1.7,19.2
163,32,332,364,62.8,B,PR,Energy Minerals,19.35,16181657742.69,1470714000.0,15480356920.0,9.5,8.7,9.7,32.7,29.0,10.6,15.5,0.36,0.65,1.3,-12.5,14.5,30.7
164,226,138,364,62.5,B,TDY,Electronic Technology,655.37,30347112035.92,1149962391.26,26708620000.0,4.31,24.3,8.9,39.2,18.8,17.6,34.7,0.25,0.83,7.7,9.7,1.5,27.0
165,254,110,364,62.3,B,SYK,Health Technology,345.78,132326093040.14,5893000000.0,148103155000.0,3.98,28.4,15.1,62.4,23.5,17.1,41.2,0.73,0.75,11.2,8.2,-2.4,-2.7
166,14,351,365,62.1,B,HIG,Finance,134.96,37230500199.72,4959000000.0,43647280000.0,11.36,7.6,21.7,,17.5,20.3,10.1,0.23,0.41,6.9,28.8,-5.2,3.1
167,43,322,365,61.8,B,CTRA,Energy Minerals,31.35,23803199185.21,2097000000.0,24003480000.0,8.74,9.2,12.3,34.4,28.7,22.4,14.0,0.27,0.34,33.6,49.5,3.0,17.2
168,214,151,365,61.6,B,KO,Consumer Non-Durables,77.63,333865125935.78,15180000000.0,334714830000.0,4.54,22.3,46.0,61.8,31.4,10.9,25.5,1.46,0.16,3.5,23.5,-1.3,10.0
169,111,255,366,61.4,B,RS,Non-Energy Minerals,308.09,15938504986.88,1022600000.0,16661866250.0,6.14,13.8,10.3,26.8,7.2,3.5,22.1,0.24,0.76,3.3,-9.5,-12.5,6.4
170,341,26,367,61.1,B,CTAS,Commercial Services,198.34,79314112377.66,2376369225.25,78640889660.0,3.02,52.0,43.2,48.5,23.0,17.2,42.9,0.73,0.63,8.6,11.7,1.2,6.8
171,358,10,368,60.9,B,UI,Electronic Technology,765.86,46350456256.64,903078185.68,33327774100.0,2.71,79.7,136.1,45.4,35.1,27.2,52.2,0.11,1.65,38.2,99.5,24.0,31.1
172,170,199,369,60.7,B,CMI,Producer Manufacturing,556.14,76839345454.62,3892000000.0,76516550000.0,5.09,17.6,25.1,25.0,11.6,7.1,27.1,0.66,1.21,-1.3,-27.2,-4.1,6.6
173,93,277,370,60.5,B,KDP,Consumer Non-Durables,27.65,37567116558.61,3576000000.0,55114630000.0,6.49,11.9,8.4,51.6,21.5,8.3,18.1,0.7,0.16,8.2,45.1,-2.4,-6.5
174,295,75,370,60.2,B,WAT,Health Technology,297.54,29189230184.21,844569000.0,23603033290.0,3.58,33.8,29.3,57.8,26.7,16.3,27.6,0.58,0.94,7.0,0.5,-10.5,-24.8
175,141,230,371,60.0,B,AMRZ,Non-Energy Minerals,58.21,32174759346.99,1891000000.0,34327702952.0,5.51,15.3,10.2,25.6,16.0,12.0,27.2,0.48,1.36,0.9,-7.1,-1.3,6.0
176,312,60,372,59.8,B,ULS,Commercial Services,82.83,16652325574.15,559000000.0,16507440000.0,3.39,37.1,29.9,49.2,18.3,13.2,51.9,0.54,0.45,6.4,-2.2,15.0,7.5
177,215,159,374,59.5,B,NOC,Electronic Technology,733.18,104054098548.24,4280000000.0,94449219990.74,4.53,21.3,26.2,19.8,10.2,7.9,25.1,1.07,0.11,2.2,2.7,3.0,31.5
178,189,186,375,59.3,B,MKC,Consumer Non-Durables,59.93,16088066010.49,1092500000.0,22330964000.0,4.89,19.0,14.3,37.9,16.0,10.8,20.4,0.74,0.34,1.7,0.3,-11.2,-6.9
179,198,177,375,59.1,B,Q,Electronic Technology,116.27,24377041148.73,1014000000.0,20986974475.45,4.83,19.5,7.8,41.8,21.3,20.8,35.2,0.64,2.06,,,18.0,35.6
180,100,276,376,58.9,B,MRSH,Finance,173.97,84223093521.89,6965000000.0,109881800000.0,6.34,12.0,29.3,,25.8,18.5,20.7,1.42,0.4,10.6,3.0,-5.5,-4.3
181,288,91,379,58.6,B,EFX,Commercial Services,191.55,23037718144.16,1145000000.0,31583054000.0,3.63,30.9,14.0,44.6,18.8,18.7,36.0,1.11,1.12,6.9,10.1,-1.5,-12.0
182,289,90,379,58.4,B,MSFT,Technology Services,404.88,3006488703921.23,131484358366.1,3641621200000.0,3.61,31.6,34.4,68.6,46.7,27.5,25.3,0.32,-0.22,16.7,28.7,0.0,-15.1
183,368,11,379,58.2,B,IDXX,Health Technology,600.52,47815821186.46,1365962000.0,55243126400.0,2.47,76.4,66.2,61.9,31.7,24.5,45.9,0.61,0.89,10.4,22.6,-7.3,-14.3
184,70,310,380,57.9,B,VLO,Energy Minerals,231.05,69090008243.43,4400000000.0,59193370000.0,7.43,9.8,9.7,4.4,3.6,4.1,30.2,0.49,1.16,-5.4,-9.9,13.9,34.1
185,76,304,380,57.7,B,LEN,Consumer Durables,96.57,23729864196.21,2611930000.0,35650801900.0,7.33,10.3,8.3,17.6,7.7,0.9,12.1,0.28,0.67,-3.8,-44.3,-15.5,-19.7
186,85,297,382,57.5,B,APO,Finance,106.1,61352039025.34,6836000000.0,99718480000.0,6.86,10.6,16.7,60.9,21.1,23.0,19.4,0.57,1.71,23.3,-24.4,-21.0,-28.8
187,139,243,382,57.2,B,PKG,Process Industries,222.58,19857117930.37,1228500000.0,22242308000.0,5.52,14.4,17.1,21.0,13.7,8.1,26.0,0.95,0.67,7.2,-3.9,-6.3,9.6
188,233,150,383,57.0,B,VRTX,Health Technology,492.38,125081360271.92,4760700000.0,111530396000.0,4.27,22.5,22.5,86.3,39.4,26.5,32.1,0.11,0.32,9.9,,3.2,10.5
189,78,306,384,56.8,B,OKE,Industrial Services,85.76,54010244335.25,5775882720.27,79452200000.0,7.27,10.1,17.2,18.3,17.2,7.3,15.8,1.47,0.6,55.0,4.6,5.1,16.3
190,98,286,384,56.6,B,WES,Industrial Services,40.59,15978961854.73,1541487000.0,24039145000.0,6.41,11.5,31.8,52.3,40.1,39.7,13.6,2.19,0.36,6.6,-25.5,-1.2,4.5
191,383,1,384,56.3,B,FICO,Commercial Services,1165.23,27641744524.57,955733125.18,43556563960.0,2.19,257.0,,82.9,48.0,35.7,43.1,,1.26,16.2,24.0,-15.8,-34.0
192,188,197,385,56.1,B,CPRT,Retail Trade,35.55,34245613123.61,1695743111.24,34581615620.0,4.9,17.9,17.2,44.8,36.5,30.3,22.3,0.01,0.64,2.4,7.1,-11.8,-9.2
193,319,66,385,55.9,B,BAM,Finance,44.67,73177001658.68,2946225480.87,88528454540.34,3.33,36.2,43.9,96.3,59.9,47.0,28.7,0.45,1.26,969.0,25.0,-10.2,-19.7
194,245,141,386,55.6,B,EMR,Electronic Technology,139.57,78480502350.63,3580010669.89,87193352000.0,4.11,24.0,11.3,48.0,19.9,14.3,34.1,0.69,1.37,3.6,-2.6,-11.4,1.9
195,333,53,386,55.4,B,ROK,Producer Manufacturing,373.25,41937587939.12,1515492411.86,47309003000.0,3.2,38.6,27.7,44.6,18.2,14.8,42.7,1.01,1.06,5.8,8.8,-9.3,-8.8
196,109,278,387,55.2,B,HUM,Health Services,170.95,20615880517.75,2704980133.27,43839428070.0,6.17,11.9,7.0,,2.1,0.3,17.4,0.73,0.91,10.1,-1.5,-11.4,-33.4
197,237,153,390,54.9,B,RSG,Industrial Services,223.79,69107462103.72,3321799783.03,79365721000.0,4.19,22.0,18.3,30.3,20.0,14.5,32.6,1.15,0.08,3.5,5.7,1.7,7.0
198,243,148,391,54.7,B,MAR,Consumer Services,326.38,86485660074.08,4139000000.0,100402656000.0,4.12,22.6,,19.5,15.8,10.0,34.4,,1.05,4.3,14.1,-1.5,13.7
199,244,147,391,54.5,B,ILMN,Health Technology,121.5,18577349026.81,893382170.01,21702300000.0,4.12,22.6,33.4,67.1,20.6,21.5,22.2,0.94,1.38,-0.7,,1.5,-9.3
200,371,22,393,54.3,B,ROL,Commercial Services,56.08,26979651343.26,732516000.0,29914516620.0,2.45,55.8,38.9,49.4,19.5,17.3,51.6,0.76,0.36,11.0,13.0,-13.5,-5.1
201,360,34,394,54.0,B,ADSK,Technology Services,251.83,53136131277.75,1462000000.0,54251180000.0,2.69,45.3,39.7,85.5,20.3,33.5,48.1,0.9,0.71,17.8,2.1,5.4,-16.0
202,307,88,395,53.8,B,PH,Producer Manufacturing,940.48,118704123818.95,4242853731.2,122046776000.0,3.48,32.0,25.8,37.4,21.4,16.8,34.3,0.69,1.32,2.8,13.4,-3.2,5.8
203,264,132,396,53.6,B,A,Health Technology,115.42,32617960488.74,1531215286.62,39609400000.0,3.87,25.1,19.9,52.4,22.0,14.3,25.4,0.49,1.12,8.1,4.2,-9.7,-19.6
204,79,318,397,53.3,B,CCL,Consumer Services,25.97,35939421874.46,4481168325.76,62204340000.0,7.2,9.5,25.6,29.6,16.8,9.8,13.0,2.28,1.74,6.4,43.9,-22.4,-1.5
205,53,345,398,53.1,B,WRB,Finance,67.86,25412948952.0,2475439000.0,31098598200.0,7.96,7.9,19.7,,16.8,23.6,15.3,0.32,0.31,7.8,2.1,-3.7,0.0
206,61,337,398,52.9,B,T,Communications,27.16,190135669069.57,25615000000.0,334741720000.0,7.65,8.2,20.4,42.9,20.4,15.5,8.9,1.44,0.22,2.7,104.4,0.2,11.0
207,353,45,398,52.6,B,LLY,Health Technology,999.84,943206461690.7,29694700000.0,1051954664000.0,2.82,41.6,101.3,83.0,45.6,13.8,44.3,1.65,0.53,44.7,96.6,-7.2,-0.8
208,106,293,399,52.4,B,FCX,Non-Energy Minerals,61.54,88445392329.04,5727000002.0,91594970000.0,6.25,11.0,12.0,25.2,22.8,4.4,40.6,0.56,1.9,-0.0,16.8,0.3,32.1
209,160,239,399,52.2,B,CRH,Non-Energy Minerals,104.0,69498081721.42,5323000000.06,101035880115.75,5.27,14.6,16.4,36.1,14.2,8.2,18.8,0.82,1.39,5.3,9.6,-17.8,-17.3
210,304,95,399,52.0,B,ABNB,Consumer Services,133.39,81196356048.58,2609787908.34,74554080000.0,3.5,30.5,30.2,72.3,21.2,37.5,33.0,0.28,1.49,10.8,-2.2,9.5,4.5
211,321,79,400,51.7,B,MNST,Consumer Non-Durables,77.52,75835545673.68,2419353000.0,72893368360.0,3.32,33.6,26.8,55.8,29.2,23.7,40.0,0.0,0.36,10.7,30.5,-6.0,4.8
212,108,295,403,51.5,B,EPD,Industrial Services,37.2,80417502282.75,6448000000.0,104129100000.0,6.19,10.8,19.7,12.9,12.4,5.8,14.0,1.17,0.28,-6.5,-1.6,6.4,15.8
213,342,61,403,51.3,B,TPL,Miscellaneous,524.83,36182594999.68,592161000.0,19694926612.1,3.01,36.9,37.2,85.5,74.2,60.3,75.3,0.01,1.11,13.1,6.1,43.0,77.9
214,356,48,404,51.0,B,LRCX,Producer Manufacturing,218.87,273318502489.55,6224700521.23,222981171730.0,2.79,41.0,65.6,49.8,33.8,33.7,44.9,0.44,2.28,26.8,48.3,-4.4,32.1
215,316,89,405,50.8,B,APH,Electronic Technology,134.54,165378571722.11,5972000000.0,178885018000.0,3.34,31.7,36.8,36.9,25.9,19.0,40.3,1.2,1.52,51.7,74.1,-1.9,-2.4
216,154,253,407,50.6,B,MDLZ,Consumer Non-Durables,55.36,70962973663.51,4758000000.0,89374360000.0,5.32,13.9,9.3,30.9,12.3,8.4,29.3,0.85,0.17,5.8,-44.8,-7.7,2.3
217,197,210,407,50.3,B,UNH,Health Services,285.25,258914530653.79,18964000000.0,390992100000.0,4.85,16.8,12.9,,4.2,3.6,21.6,0.88,0.2,11.8,-15.1,4.0,-13.7
218,400,7,407,50.1,B,APP,Technology Services,461.45,155636941255.29,3966993957.16,230087715360.0,1.72,90.5,203.8,85.5,72.4,72.5,48.8,1.66,0.44,23.3,108.1,9.5,-33.8
219,305,103,408,49.9,C+,ECL,Process Industries,277.0,78105542243.7,2897900000.0,82993184000.0,3.49,29.2,22.4,44.5,18.0,11.8,38.0,0.92,0.54,2.2,-1.2,-4.1,7.3
220,3,406,409,49.7,C+,BK,Finance,117.12,80450587395.14,6854788138.73,42675702600.0,16.06,2.0,13.0,,16.9,12.8,15.8,1.73,0.99,2.1,27.7,-5.7,-0.6
221,217,192,409,49.4,C+,TSCO,Retail Trade,49.47,26038599798.63,1467389094.52,32998975570.0,4.45,18.4,45.2,33.2,9.5,4.8,24.0,2.3,0.5,4.3,1.0,-9.9,-6.2
222,303,106,409,49.2,C+,GOOG,Technology Services,308.42,3731692803047.43,132732731339.77,3777299400000.0,3.51,28.9,35.7,59.7,32.9,18.2,28.5,0.16,1.21,15.2,34.3,-4.0,-3.9
223,324,85,409,49.0,C+,AMAT,Producer Manufacturing,351.07,278612618635.58,8436800453.68,256260620000.0,3.29,32.2,38.9,48.7,29.7,21.8,36.0,0.33,1.69,2.2,27.7,10.6,29.4
224,168,242,410,48.7,C+,BX,Finance,107.25,131087596167.21,7412248186.46,144388567228.86,5.13,14.4,35.8,99.3,54.3,12.8,27.7,1.54,1.06,12.6,6.7,-16.3,-30.9
225,137,275,412,48.5,C+,CTVA,Process Industries,78.63,52880559391.49,2435000000.0,43728141000.0,5.57,12.0,5.0,42.5,14.0,16.2,49.7,0.12,0.61,2.9,23.1,9.3,20.3
226,232,180,412,48.3,C+,IR,Producer Manufacturing,85.17,33354105331.02,1504300000.0,35188176000.0,4.28,19.4,5.7,38.5,19.7,15.9,58.5,0.5,1.26,5.7,-29.4,-13.0,4.5
227,286,127,413,48.0,C+,FTV,Electronic Technology,56.31,17335551001.21,749634385.33,20572874000.0,3.64,25.8,7.8,61.0,18.0,23.5,32.5,0.51,0.95,-17.5,-26.6,-6.4,2.9
228,6,408,414,47.8,C+,RF,Finance,26.21,22632511164.31,2734642954.28,19793000000.0,13.82,1.9,11.7,,28.7,22.9,11.4,0.28,1.17,2.1,19.1,-14.9,-4.2
229,95,319,414,47.6,C+,FDX,Transportation,361.39,84971035483.08,6223614509.45,96069480000.0,6.48,9.4,15.9,22.1,7.1,4.9,19.9,1.34,1.1,3.1,15.6,-1.8,27.0
230,107,308,415,47.4,C+,NUE,Non-Energy Minerals,171.81,39133954479.64,2684000000.0,43188056000.0,6.21,10.0,8.4,12.0,8.3,-0.6,22.8,0.35,1.23,5.7,-10.3,-10.4,4.8
231,135,280,415,47.1,C+,ZM,Technology Services,76.05,22409416035.42,1123633000.0,20145020736.9,5.58,11.8,20.3,77.0,23.1,39.5,12.2,0.01,1.08,4.4,93.9,-16.9,-13.6
232,207,209,416,46.9,C+,MU,Electronic Technology,418.69,471239462206.8,12305623463.79,264209880000.0,4.66,16.9,22.6,45.5,32.9,12.4,39.8,0.21,2.4,45.4,203.8,10.0,60.1
233,153,264,417,46.7,C+,DIS,Consumer Services,100.89,178728641916.39,13325954066.75,250107080000.0,5.33,12.9,11.6,31.6,14.2,7.5,14.9,0.43,1.09,3.8,120.4,-7.2,-7.6
234,365,52,417,46.4,C+,HWM,Electronic Technology,251.65,100896568429.47,2130000000.0,85293080000.0,2.5,39.5,30.4,30.7,25.8,17.3,67.8,0.6,1.27,11.1,32.1,13.1,31.3
235,62,357,419,46.2,C+,FANG,Energy Minerals,176.64,49826434964.04,4855000000.0,63730660370.0,7.62,7.0,4.4,35.2,32.3,34.8,31.3,0.4,0.74,35.8,-64.3,6.5,11.8
236,60,361,421,46.0,C+,VICI,Finance,28.42,31324689830.0,3647572000.0,47553126245.72,7.67,6.4,10.2,99.2,91.1,62.6,10.9,0.64,0.22,4.1,2.1,-0.9,2.2
237,49,375,424,45.7,C+,AIG,Finance,77.97,41835560850.93,4628000000.0,56814520000.0,8.15,4.9,7.4,,17.3,12.4,14.4,0.24,0.42,-19.9,7.4,1.8,-3.0
